	Facility #	Facility Name	Facility Name Overflow	Facility Street	Owner Name 	Owner Name Overflow	Business Type	Original Issuance Date	Last Renewal Date	Expiration Date
18073	7050773	VINCES GARAGE       	                    	2 CHAPEL STREET     	VINCENT C PLANO     	                    	RS 	04/27/1990	03/30/2020	03/31/2022
18074	7115976	V MICHAELS AUTO     	SALES & SERVICE     	1951C HAMBURG STREET	V MICHAELS INC      	                    	RS 	05/21/2013		04/30/2015
18075	3470136	WALTERS AUTOBODY INC	                    	1305 CRANE ST       	JOSEPH E WALTER     	                    	RSB	07/22/1981	06/12/2019	06/30/2021
18076	7116186	WARREN TIRE SERVICE 	CENTER INC          	712-714 STATE STREET	ROBERT W KELLOGG    	                    	RS 	06/21/2013	05/06/2019	05/31/2021
18077	7127230	WECARE AUTO SERVICE 	INC                 	2251 GUILDERLAND AVE	ROBERT KENNY        	                    	RS 	08/18/2020		07/31/2022
18078	3470020	WEDEKIND MOTORS INC 	                    	1595 STATE ST       	DAVID C ELMENDORF   	                    	RS 	06/16/1981	05/02/2019	06/30/2021
18079	7107839	WILLIAMS AUTO       	SERVICE             	960 CONGRESS STREET 	JOHN P ROURKE JR    	                    	RS 	03/02/2009	03/05/2019	02/28/2021
18080	7121215	WOPO AUTO SALES     	                    	1100 ERIE BLVD      	CHRISTOPHER COWAN   	                    	RS 	07/07/2016		06/30/2018
18081	7115870	Z&Z AUTO SERVICE    	                    	782 EASTERN AVE     	ISMAEL KAREEM       	                    	RS 	07/02/2013	06/12/2019	06/30/2021
18082	7004055	ALL SEASONS         	EQUIPMENT INC       	60FREEMANS BRIDGE RD	DUANE L LEACH       	                    	RS 	02/04/1994	02/26/2020	03/31/2022
18083	7075569	BELLS AUTO SALES &  	SERVICE             	47 FREEMANS BRG RD  	BELACHEW EMAELAF    	                    	RS 	08/07/1996	06/05/2020	07/31/2022
18084	7108996	C&B CUSTOMS         	                    	232 CRAIGIE AVENUE  	CHRIS A VAN PATTEN  	                    	RS 	09/23/2009	08/05/2019	08/31/2021
18085	7090100	CLIFFS BODY REPAIR  	                    	3174 AMSTERDAM RD   	JEFFREY A GILL      	                    	RSB	05/31/2001	04/12/2019	04/30/2021
18086	3470164	DALE PENNINGS GARAGE	                    	192-194 HETCHLTWN RD	DALE PENNINGS       	                    	RS 	06/03/1981	05/31/2019	06/30/2021
18087	7040659	DENNIS FRANCIS AUTO 	                    	24 SACANDAGA RD     	DENNIS FRANCIS      	                    	RS 	09/29/1987	09/03/2019	08/31/2021
18088	7096719	ELMOS AUTOBODY INC  	                    	22 FREEMANS BRDG RD 	THERESA RECKNER     	                    	RSB	03/03/2004	02/24/2016	02/28/2018
18089	7106090	EZ OWN AUTO INC     	                    	533 SARATOGA ROAD   	JOHN H FOGG         	                    	RS 	05/04/2009	03/16/2020	04/30/2022
18090	7034368	FARINA MOTOR CAR    	CORP                	21 SARATOGA RD      	CHARLES H FARINA    	                    	RS 	04/28/1986	03/31/2020	03/31/2022
18091	7067457	FIRESTONE COMPLETE  	AUTO CARE           	38 MOHAWK ST        	BFS RETAIL &        	COMMERCIAL OPRTN LLC	RS 	07/05/1994	06/03/2020	06/30/2022
18092	7007905	FOGGS AUTOMOTIVE    	                    	642 SARATOGA RD     	FOGGS AUTO SALES INC	                    	RS 	02/10/1997	07/30/2019	09/30/2021
18093	7049060	FRANK & SONS BODY   	WORKS INC           	272 N BALLSTON AVE  	FRANK C PLEMENIK JR 	                    	RSB	09/05/1989	06/27/2019	08/31/2021
18094	7123562	GERBER COLLISION    	AND GLASS           	22 FREEMANS BRDG RD 	CARUBBA COLLISION   	CORP                	RSB	02/02/2018	11/08/2019	01/31/2022
18095	7076607	GLENNS GARAGE       	                    	240 VLEY RD         	GLENN M SAFARIK     	                    	RS 	12/20/1996	11/12/2014	11/30/2016
18096	7119202	GLENNS GARAGE LLC   	                    	240 VLEY ROAD       	GLENN G SMITH       	                    	RS 	03/19/2015	01/29/2019	02/28/2021
18097	7107761	GOTCHA COVERED AUTO 	GLASS               	1225 GOLDFOOT ROAD  	JOHN H GOCHA IV     	                    	RS 	03/13/2009	02/28/2019	02/28/2021
18098	3470184	HIGH MILLS GARAGE   	INC                 	604 SARATOGA RD     	MARK B SHAVER       	                    	RS 	06/30/1981	05/13/2019	06/30/2021
18099	3470080	JAF MOTORS INC      	                    	21 SARATOGA RD      	JOSEPH C FARINA     	                    	RS 	06/16/1981	06/13/2019	06/30/2021
18100	7055846	JIMS AUTO SALES OF  	GLENVILLE INC       	134 FREEMAN BRDGE RD	JAMES E SABURRO     	                    	RS 	05/31/2000	05/23/2019	06/30/2021
18101	7104740	LIGGETTS AUTO &     	TOWING SERVICE INC  	80 CRAIGIE AVE      	JOSEPH W LIGGETT    	                    	RS 	09/06/2007	08/05/2019	08/31/2021
18102	3470384	MOHAWK HONDA        	                    	175 FREEMANS BRDGE R	HARADEN MOTORCAR    	CORP                	RS 	04/16/1980	03/13/2020	04/30/2022
18103	3470336	M&S CYCLE SALVAGE   	                    	139 FREEMANS BRG RD 	STEPHEN D RITZKO    	                    	RS 	05/15/1980	02/10/2020	02/28/2022
18104	7050561	PRECISION AUTO      	REPAIR INC          	12 SACANDAGA RD     	RICHARD ALKINBURGH  	                    	RS 	10/23/1992	09/11/2020	09/30/2022
18105	7024974	RICK LECLAIRS       	SERVICE             	208 SACANDAGA RD    	RICHARD D           	LECLAIR             	RS 	10/01/2002	08/17/2020	08/31/2022
18106	7084722	SKIPS AUTO SERVICE  	                    	1359 AMSTERDAM ROAD 	WAGNER SUTHERLAND   	                    	RS 	05/19/1999	04/04/2019	04/30/2021
18107	7104008	SYNAPSE MOTORSPORT  	INC                 	446 SARATOGA RD     	MORGAN P SPURGAS    	                    	RS 	05/10/2007	04/12/2013	04/30/2015
18108	7110457	TGR AUTO LLC        	                    	350 SACANDAGA ROAD  	GENNADIY ROZOV      	                    	RS 	02/06/2013	03/08/2018	05/31/2020
18109	7109014	TIMCO TRANSPORTATION	INC                 	2801 AMSTERDAM ROAD 	TIMOTHY J ADAIR     	                    	RS 	09/23/2009	06/14/2019	08/31/2021
18110	7117271	VINTAGE AUTOMOBILE  	SERVICE             	4 SARNOWSKI DR      	MARK KLOS           	                    	RS 	01/28/2014	12/20/2015	12/31/2017
18111	7027957	WCS BODY SHOP       	                    	214 CRAIGIE AVE     	WESLEY C LAVERY     	                    	RSB	10/31/1984	11/07/2018	10/31/2020
18112	7050806	ROBERT S ZIMMER     	                    	333 ABRAMS RD       	ROBERT S ZIMMER     	                    	RS 	04/22/1998	02/19/2020	02/28/2022
18113	7112361	BUFFOMATIC          	TRANSMISSIONS INC   	2340 ROUTE 20       	SHAWN W BUFFO       	                    	RS 	07/05/2011	06/12/2019	06/30/2021
18114	7111897	DAVIS BROS AUTO     	CENTER LLC          	2544 STATE HWY 20   	SCOTT H DAVIS       	                    	RS 	04/15/2011	03/30/2013	03/31/2015
18115	7057083	ADVANCED AUTO       	SERVICES            	1489 GRVNRS CORS RD 	MELVIN A LEROY JR   	                    	RS 	11/22/1991	10/14/2015	10/31/2017
18116	7110765	ANYWHERE AUTO CARE  	                    	218 DOW STREET      	ANTHONY J MATARAZA  	                    	RS 	11/02/2010	10/31/2014	10/31/2016
18117	7127199	AUTOGOD             	                    	1650 STATE ROUTE 7  	OLIVER A ALQOUTOB   	                    	RS 	08/10/2020		07/31/2022
18118	7123831	COBLESKILL CHEVROLET	BUICK GMC           	2431 STATE ROUTE 7  	COBLESKILL AUTO     	CENTER LLC          	RS 	04/25/2018	03/06/2020	03/31/2022
18119	7122112	COBLESKILL CHRYSLER 	DODGE JEEP RAM      	2444 STATE ROUTE 7  	COBLESKILL AUTO     	DEALERSHIPS LLC     	RS 	03/20/2017	02/08/2019	02/28/2021
18120	7089956	COBLESKILL COLLISION	INC                 	PB135 147 BRNRVLL RD	LANCE R HILL        	                    	RSB	05/31/2001	04/03/2019	04/30/2021
18121	7118174	DAVES TOWING & AUTO 	REPAIR              	2027 HIGHWAY RTE 20 	DAVID C ROE         	                    	RS 	08/06/2014	07/23/2020	07/31/2022
18122	7094759	DEWITT COLLISION    	                    	670 E MAIN ST       	MARK B DEWITT       	                    	RSB	05/06/2003	03/12/2013	04/30/2015
18123	7055594	GABLE AUTO & TRUCK  	CENTER INC          	2431-1 STATE RT 7   	JOSEPH M GABLE      	                    	RS 	06/14/1991	04/19/2017	05/31/2019
18124	7079139	GABLE DODGE CHRYSLER	JEEP INC            	2444 STATE RT 7     	JOSEPH GABLE        	                    	RS 	07/31/1997	06/11/2015	06/30/2017
18125	7072760	GABLE MOTOR SPORTS  	INC                 	2431-2 STATE RT 7   	JOSEPH M GABLE      	                    	RS 	11/14/1995	10/05/2015	10/31/2017
18126	7099839	GABLE TOWING &      	RECOVERY INC        	2440 STATE RT 7     	JOSEPH M GABLE      	                    	RS 	06/29/2005	06/12/2017	05/31/2019
18127	7096147	HANES AUTO REPAIR   	                    	571 LITTLE YORK RD  	TERRY HANES         	                    	RS 	11/20/2003	08/19/2019	10/31/2021
18128	7000210	HIDDEN VALLEY PRFRMC	CENTER              	341 RHINEBECK RD    	DENNIS SOUTHWORTH   	                    	RS 	03/24/1981	02/28/2019	02/28/2021
18129	7089570	INTEGRITY AUTOMOTIVE	INC                 	2701-2 STATE RTE 7  	JAMES H BOYLE       	                    	RS 	03/20/2001	03/01/2019	02/28/2021
18130	7114759	JTS CYCLES LLC      	                    	296 ELM STREET      	JOSEPH J TRACY      	                    	RS 	09/17/2012	07/25/2016	08/31/2018
18131	7110665	JWS AUTOMOTIVE      	REPAIR              	4963 STATE ROUTE 145	JOHN W SCHROEDER JR 	                    	RS 	07/23/2010	06/17/2020	06/30/2022
18132	7117084	MAVIS DISCOUNT TIRE 	                    	767 EAST MAIN STREET	MAVIS TIRE SUPPLY   	LLC                 	RS 	12/18/2013	11/13/2019	11/30/2021
18133	7099490	MCCARTHY TIRE SVCE  	OF NEW YORK INC     	942 MAIN ST         	JOH D MCCARTHY JR   	                    	RS 	05/02/2005	04/03/2019	04/30/2021
18134	7071998	MONRO MUFFLER BRAKE 	                    	108 MERCHANT PLACE  	MONRO INC           	                    	RS 	09/14/1995	08/16/2019	08/31/2021
18135	7102801	RICHIES AUTO REPAIR 	                    	115 BARNERVILLE RD  	RICHARD STRANG      	                    	RS 	10/27/2006	08/20/2020	09/30/2022
18136	7125042	ROUTE 7 AUTO LLC    	                    	2476 STATE ROUTE 7  	DARREN R SPERBECK   	                    	RS 	01/29/2019		12/31/2020
18137	7065698	ROUTE 7 AUTO SALES  	                    	2476 STATE RT 7     	STEVE HANES         	                    	RS 	09/09/2002	01/13/2018	01/31/2020
18138	7082572	STELLA MOTORS INC   	                    	142 MCARTHUR AVE    	ANTHONY STELLA      	                    	RS 	06/13/2000	08/19/2020	08/31/2022
18139	7124304	UPSTATE CYCLE &     	POWDER WORKS LLC    	296 ELM ST          	BRADY M SCHUYLER    	                    	RS 	08/06/2018	07/29/2020	07/31/2022
18140	7001900	VALLEY AUTO BODY    	REPAIR              	PB548 241 NORTH ST  	THOMAS HORNING      	                    	RSB	09/24/1981	07/12/2019	08/31/2021
18141	7120107	AMERICAN PRIDE      	FABRICATION         	2326 BURTONSVILLE RD	ANGELO P FRETTO     	                    	RS 	10/15/2015	10/03/2019	09/30/2021
18142	7050060	DONS AUTOMOTIVE     	SERVICE             	POB 107  127 MAIN ST	DONALD K LARGETEAU  	                    	RS 	12/18/1989	11/27/2019	11/30/2021
18143	3480103	DW BODY SHOP        	                    	2583 BURTONVILLE RD 	DAVID W SMITH       	                    	RSB	11/06/1979	08/21/2019	10/31/2021
18144	3480063	JOES AUTOBODY WORKS 	                    	RT 20 BX 196        	JOSEPH LARGETEAU JR 	                    	RSB	06/15/1981	06/11/2015	06/30/2017
18145	7112029	IRVING SKOWFOE      	                    	126 CHAPMAN ROAD    	IRVING SKOWFOE      	                    	RS 	05/10/2011	04/10/2017	04/30/2019
18146	7126971	IRVING SKOWFOE      	                    	126 CHAPMAN RD      	IRVING SKOWFOE      	                    	RS 	06/15/2020		05/31/2022
18147	7099471	GILBOA AUTO SERVICE 	                    	755 ST RTE 30       	JUNE M ABRAMS       	                    	RS 	04/29/2005	03/15/2019	03/31/2021
18148	7126804	M P AUTO LLC        	                    	636 STATE ROUTE 30  	MICHAEL PAES        	                    	RS 	03/02/2020		02/28/2022
18149	7117276	PAES AUTO REPAIR INC	                    	POBX112 636 ROUTE 30	DAN HOWELL          	                    	RS 	01/29/2014	12/27/2017	12/31/2019
18150	7102008	PARTS DEPARTMENT INC	THE                 	POBX248 224 LEROY RD	GEORGE KELMETIS     	                    	RS 	04/27/2012	05/15/2014	05/31/2016
18151	7096373	PALMERS SERVICE CNTR	                    	320 JUNCTION RD     	ALTON H PALMER      	                    	RS 	01/07/2004	11/20/2019	12/31/2021
18152	7092893	EAST END GARAGE INC 	                    	1339 STATE ROUTE 10 	JON U LEAS          	                    	RS 	07/26/2002	06/22/2020	06/30/2022
18153	7104073	J&S AUTO            	                    	1367 RT 10          	JOHN JAY SMITH      	                    	RS 	05/22/2007	04/09/2019	04/30/2021
18154	7122024	MERWINS             	                    	330 MOXHAM ROAD     	DANIEL MERWIN       	                    	RS 	02/15/2017	02/05/2019	01/31/2021
18155	7117728	SOUTHEAST MOBILE    	REPAIR              	251 FULLER ROAD     	GEORGE E MALTESE    	                    	RS 	05/07/2014		04/30/2016
18156	7115787	ANDYS AUTO &        	ALIGNMENT           	139 MAIN STREET     	ANDREW REIGHTMYER   	                    	RS 	04/18/2013	03/26/2019	03/31/2021
18157	7077157	AUTO TECH           	                    	895 ST RT 145       	PAT RICCIARDELLA    	                    	RS 	02/10/1997	01/04/2019	01/31/2021
18158	2601356	BILLS AUTO &        	COMMERCIAL TOWNG INC	1448 ST RT 145      	LYNNE SMITH         	                    	RS 	04/29/1981	05/16/2019	04/30/2021
18159	7106046	BILLS TRUCKING &    	EXCAVATING LLC      	1373 STATE ROUTE 145	WILLIAM M SMITH III 	                    	RS 	04/28/2008	03/13/2020	03/31/2022
18160	7107017	BINDER AUTO AND     	TRUCK REPAIR LLC    	163 MAIN STREET     	KRISS A BINDER      	                    	RS 	10/09/2008	09/07/2016	09/30/2018
18161	7104461	CLASSIC CARS AUTO   	RESTRTN OF MDLBG LLC	PBX785 4161 ST RTE30	EMILY B ANDERSON    	                    	RS 	07/20/2007	05/14/2019	06/30/2021
18162	7126970	IRVING SKOWFOE      	                    	151 CLAUVERWIE RD   	IRVING SKOWFOE      	                    	RS 	06/15/2020		05/31/2022
18163	7089508	JOHN CANCIO AUTO    	TRUCK SERVICE       	PB1078 107 MIDLFT RD	JOHN J CANCIO       	                    	RS 	04/26/2001	03/24/2015	03/31/2017
18164	7052388	LENNYS TIRE SERVICE 	                    	4530 ST RT 30       	JOAN T COONS        	                    	RS 	08/21/1990	06/30/2020	07/31/2022
18165	7003415	MOUNTAIN VIEW EXCHNG	SALES & SRVICES INC 	RTE 30 RD 1 B 772   	DENNIS J BOYLE      	                    	RS 	05/03/1982	03/09/2020	03/31/2022
18166	7048562	RYANS AUTO REPAIR   	                    	2028 ST RT 145      	NICHOLAS RYAN ETAL  	                    	RS 	07/12/1989	06/03/2019	06/30/2021
18167	7056837	TROMBLEYS AUTO      	REPAIR              	118 CLAUVERIE RD    	GARY A TROMBLRY     	                    	RS 	10/28/1991	08/08/2019	09/30/2021
18168	7025911	WARNERS BODY SHOP   	                    	PBX 985 RT 145      	CHARLES J WARNER    	                    	RSB	05/15/1984	04/02/2020	04/30/2022
18169	7035748	COVERED BRIDGE GAR  	                    	1890 STATE RTE 30   	STEPHEN V KOWALSKI  	                    	RS 	07/28/1986	06/06/2018	06/30/2020
18170	7126825	COVERED BRIDGE      	GARAGE              	1890 STATE ROUTE 30 	IRVING SKOWFOE      	                    	RS 	03/05/2020		02/28/2022
18171	7088257	HARRY W RODE SR     	                    	POBX 250 476 RT 7   	HARRY W RODE SR     	                    	RS 	09/01/2000	08/14/2020	08/31/2022
18172	7044040	J&M AUTOMOTIVE      	SERVICES            	1382 STATE RT 7     	JOHN SPINA ETAL     	                    	RS 	06/17/1988	04/27/2020	05/31/2022
18173	7124689	WEST SIDE AUTO      	REPAIR              	162 MAIN ST         	ADAM STROBECK       	                    	RS 	10/17/2018	09/24/2020	09/30/2022
18174	7117453	WHB AUTOMOTIVE      	COLLISION LLC       	1182 STATE ROUTE 7  	WILLIAM H BUTZKE JR 	                    	RSB	03/07/2014	02/14/2020	02/28/2022
18175	7124088	A&M TOWING &        	RECOVERY LLC        	133 SUNNYSIDE ROAD  	MICHAEL V CREWELL   	                    	RS 	07/05/2018	06/03/2020	06/30/2022
18176	7121773	ANYWHERE AUTO CARE  	                    	4923 STATAE ROUTE 30	ANTHONY MATARAZA    	                    	RS 	12/06/2016	11/29/2018	11/30/2020
18177	3480025	A&S GARAGE          	                    	4894 ST RT 30 STE 1 	WILLIAM I ARMLIN 4  	                    	RS 	07/15/1981	06/06/2019	06/30/2021
18178	7118106	BROKEN CHAIN CYCLE  	SHOP LLC            	299 STATE ROUTE 443 	MATTHEW G REYNOLDS  	                    	RS 	07/16/2014		06/30/2016
18179	7001303	COACH WORKES OF     	SCHOHARIECTY INC THE	4923 STATE ROUTE 30 	RONALD W PROKOPIAK  	                    	RS 	02/07/2007	08/09/2019	06/30/2021
18180	7119713	EDGE DIAGNOSTICS    	                    	102 FORT RD         	JAMES P SCHULTZ     	                    	RS 	07/15/2015	05/15/2019	06/30/2021
18181	3480110	JACK MILLERS TRACTOR	& TRUCK INC         	4932 STATE ROUTE 30 	JOHN A MILLER       	                    	RS 	09/23/1980	08/04/2020	08/31/2022
18182	7056592	JOES AUTO REPAIR    	                    	407 NO MAIN ST      	JOSEPH R BENDER     	                    	RS 	09/20/1991	08/16/2019	08/31/2021
18183	7112712	KLAUS AUTOWERKS     	                    	4894 STATE ROUTE 30 	KLAUS J HARBERS     	                    	RS 	08/24/2011	07/16/2019	07/31/2021
18184	7048638	ROSES PERFORMANCE   	INC                 	5714 STATE RT 30    	RONALD ROSE         	                    	RS 	07/28/1989	06/14/2019	06/30/2021
18185	7100480	TERRACE MOUNTAIN    	AUTO REPAIR         	209 TERRACE MOUNTAIN	TERESA M SCUTT      	                    	RS 	10/03/2005	07/30/2019	09/30/2021
18186	7089641	DELORMES AUTO REPAIR	                    	657 HWY RT 20       	CHARLES J DELORME JR	                    	RS 	04/06/2001	04/01/2019	03/31/2021
18187	7057811	SHARON HILL GARAGE  	INC                 	PBX138 1506 ST RT 20	JOHN P RODDEN SR    	                    	RS 	02/11/1992	11/18/2019	01/31/2022
18188	7111848	PREMIER AUTO SERVICE	                    	3544 HIGHWAY RT 20  	JOHN L HYNES        	                    	RS 	04/08/2011	03/29/2019	03/31/2021
18189	7106829	SMITHS COLLISION    	INCORPORATED        	3517 ROUTE 20       	JANIE L HICKEY      	                    	RSB	09/02/2008	07/14/2020	08/31/2022
18190	7121321	SPEARHEAD MOTORCYCLE	LLC                 	3536 US ROUTE 20    	BRIAN BAKER         	                    	RS 	08/10/2016	07/03/2020	07/31/2022
18191	7093680	C&S AUTOMOTIVE      	                    	31754 ST RT 23      	CARL J MASON        	                    	RS 	11/19/2002	09/18/2020	10/31/2022
18192	7120420	DJS GARAGE          	                    	405 TAYLOR ROAD     	DAVID J REED SR     	                    	RS 	01/06/2016	10/23/2019	12/31/2021
